Identificador_Identifier;Tipo_Type;Latitud_Latitude;Longitud_Longitude;ExactitudHorizontal_HorzAccuracy;NivelConfHoriz_HorzConfLevel;ResolucionHoriz_HorzResolution;SistRefHorizontal_HorzRefSyst;Elevacion_Elevation;ExactitudVertical_VertAccuracy;NivelConfVertical_VertConfLevel;ResolucionVert_VertResolution;SistRefVertical_VertRefSyst;Altura_Height;UnidadMedida_UOM;IdOriginador_OriginatorId;IdFuente_SourceId;TipoMedicion_MeasurementType;FechaMedicion_MeasurementDate;Señalizado_Marking;Iluminado_Lighting;Frangible_Frangibility;TipoGeometria_GeometryType;Integridad_Integrity;NotaIntegridad_IntegrityRemark;AMDT;PUB;WEF
LEPA-OBS-03537-001-2015;Tendido Eléctrico/Transmission Line;393111.7419N;0024730.4405E;0.5;95;0.001;WGE;91.706;0.25;95;0.001;MSL;10.186;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01417-001-2015;Poste-Mástil/Pole;393230.5258N;0024407.5702E;0.01;95;0.001;WGE;9.303;0.017;95;0.001;MSL;2.826;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-028-2015;Sistema Iluminación/Electrical Exit Light;393315.7137N;0024348.6367E;0.008;95;0.001;WGE;3.878;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01708-002-2015;Poste-Mástil/Pole;393209.7018N;0024316.5459E;0.2;95;0.001;WGE;36.418;0.2;95;0.001;MSL;33.148;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-028-2015;Sistema Iluminación/Electrical Exit Light;393301.7279N;0024422.8155E;0.01;95;0.001;WGE;8.141;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03009-004-2015;Sistema Iluminación/Electrical Exit Light;393232.6312N;0024345.1264E;0.009;95;0.001;WGE;7.265;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01690-003-2015;Edificio/Building;393253.0595N;0024356.7921E;0.2;95;0.001;WGE;25.842;0.2;95;0.001;MSL;21.242;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01505-001-2015;Señal/Sign;393252.4935N;0024426.1605E;0.008;95;0.001;WGE;8.523;0.015;95;0.001;MSL;0.75;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-052-2015;Obstáculo Móvil/Mobile Obstacle;393240.9858N;0024251.6560E;0.007;95;0.001;WGE;8.697;0.012;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02972-002-2015;Sistema Iluminación/Electrical Exit Light;393321.7851N;0024404.6284E;0.004;95;0.001;WGE;3.456;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03022-022-2015;Sistema Iluminación/Electrical Exit Light;393250.9470N;0024426.6057E;0.01;95;0.001;WGE;8.426;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02862-002-2015;Sistema Iluminación/Electrical Exit Light;393234.3187N;0024326.2543E;0.2;95;0.001;WGE;15.873;0.2;95;0.001;MSL;12.193;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03534-001-2015;Edificio/Building;393113.9248N;0024728.2412E;0.5;95;0.001;WGE;90.171;0.25;95;0.001;MSL;10.741;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02020-025-2015;Obstáculo Móvil/Mobile Obstacle;393237.2002N;0024424.9504E;0.011;95;0.001;WGE;10.937;0.015;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02948-009-2015;Sistema Iluminación/Electrical Exit Light;393244.7298N;0024241.4278E;0.01;95;0.001;WGE;4.039;0.004;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02990-010-2015;Sistema Iluminación/Electrical Exit Light;393315.2340N;0024347.2091E;0.008;95;0.001;WGE;3.804;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01553-001-2015;Sistema Iluminación/Electrical Exit Light;393242.5573N;0024414.2819E;0.008;95;0.001;WGE;7.828;0.014;95;0.001;MSL;0.68;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03002-007-2015;Sistema Iluminación/Electrical Exit Light;393254.2503N;0024429.7031E;0.01;95;0.001;WGE;8.189;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02993-012-2015;Sistema Iluminación/Electrical Exit Light;393330.3540N;0024419.6227E;0.011;95;0.001;WGE;3.377;0.02;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03006-005-2015;Sistema Iluminación/Electrical Exit Light;393244.7624N;0024410.2566E;0.015;95;0.001;WGE;8.579;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03022-010-2015;Sistema Iluminación/Electrical Exit Light;393246.8778N;0024418.1077E;0.014;95;0.001;WGE;8.852;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03364-001-2015;Vegetación/Vegetation;393228.3620N;0024739.5580E;0.5;95;0.001;WGE;93.89;0.25;95;0.001;MSL;6.62;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-029-2015;Sistema Iluminación/Electrical Exit Light;393318.0876N;0024355.5840E;0.007;95;0.001;WGE;3.731;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02222-001-2015;Señal/Sign;393255.3475N;0024432.9672E;0.009;95;0.001;WGE;7.326;0.012;95;0.001;MSL;0.84;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02947-003-2015;Sistema Iluminación/Electrical Exit Light;393247.4876N;0024239.6506E;0.013;95;0.001;WGE;4.632;0.009;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03012-004-2015;Sistema Iluminación/Electrical Exit Light;393231.6881N;0024348.5837E;0.007;95;0.001;WGE;7.514;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02329-001-2015;Señal/Sign;393257.9705N;0024315.1596E;0.007;95;0.001;WGE;3.986;0.014;95;0.001;MSL;0.76;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02946-006-2015;Sistema Iluminación/Electrical Exit Light;393245.9442N;0024238.5901E;0.002;95;0.001;WGE;4.262;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00850-001-2015;Señal/Sign;393321.2350N;0024403.6911E;0.008;95;0.001;WGE;3.421;0.009;95;0.001;MSL;0.86;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02808-001-2015;Árbol/Tree;393206.2849N;0024747.0842E;0.2;95;0.001;WGE;108.266;0.2;95;0.001;MSL;10.246;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02154-002-2015;Valla/Fence;393245.9385N;0024302.6050E;0.008;95;0.001;WGE;6.362;0.015;95;0.001;MSL;2.24;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02971-003-2015;Sistema Iluminación/Electrical Exit Light;393315.7317N;0024353.9145E;0.009;95;0.001;WGE;2.237;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01935-001-2015;Tendido Eléctrico/Transmission Line;393603.0524N;0024439.4142E;0.2;95;0.001;WGE;85.549;0.2;95;0.001;MSL;33.888;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131217;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02122-001-2015;Señal/Sign;393237.2680N;0024243.6032E;0.011;95;0.001;WGE;6.324;0.019;95;0.001;MSL;2.876;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02506-001-2015;Árbol/Tree;393236.6605N;0024224.1277E;0.2;95;0.001;WGE;22.197;0.2;95;0.001;MSL;16.137;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01699-005-2015;Edificio/Building;393236.9107N;0024333.3681E;0.2;95;0.001;WGE;10.272;0.2;95;0.001;MSL;5.712;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02975-002-2015;Sistema Iluminación/Electrical Exit Light;393322.9998N;0024407.2102E;0.007;95;0.001;WGE;3.437;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01645-001-2015;Chimenea/Chimney;393404.4324N;0024125.0567E;0.5;95;0.001;WGE;59.217;0.25;95;0.001;MSL;49.907;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00833-001-2015;Señal/Sign;393255.1982N;0024310.5023E;0.008;95;0.001;WGE;3.865;0.018;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01727-001-2015;Tendido Eléctrico/Transmission Line;393259.9401N;0024811.1238E;0.5;95;0.001;WGE;103.997;0.25;95;0.001;MSL;21.917;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02946-003-2015;Sistema Iluminación/Electrical Exit Light;393247.2055N;0024238.0570E;0.001;95;0.001;WGE;4.484;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-009-2015;Obstáculo Móvil/Mobile Obstacle;393340.2447N;0024410.5254E;0.009;95;0.001;WGE;8.248;0.015;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02957-002-2015;Sistema Iluminación/Electrical Exit Light;393251.3735N;0024302.6145E;0.007;95;0.001;WGE;4.089;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01699-003-2015;Edificio/Building;393235.9384N;0024331.5843E;0.2;95;0.001;WGE;14.076;0.2;95;0.001;MSL;9.526;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-036-2015;Sistema Iluminación/Electrical Exit Light;393322.3956N;0024402.7689E;0.008;95;0.001;WGE;3.659;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03511-001-2015;Árbol/Tree;393122.8085N;0024652.0257E;0.5;95;0.001;WGE;83.393;0.25;95;0.001;MSL;16.603;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02991-002-2015;Sistema Iluminación/Electrical Exit Light;393325.1659N;0024356.0360E;0.009;95;0.001;WGE;3.479;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03020-004-2015;Sistema Iluminación/Electrical Exit Light;393253.2379N;0024436.6092E;0.009;95;0.001;WGE;6.337;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01959-002-2015;Valla/Fence;393253.3724N;0024426.5067E;0.007;95;0.001;WGE;8.469;0.017;95;0.001;MSL;0.57;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01374-001-2015;Sistema Iluminación/Electrical Exit Light;393243.5790N;0024440.0288E;0.006;95;0.001;WGE;15.865;0.016;95;0.001;MSL;2.585;m;AENA S.A.;CONSULTOP;GPS;20151120;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02861-003-2015;Sistema Iluminación/Electrical Exit Light;393232.6404N;0024325.1249E;0.2;95;0.001;WGE;15.697;0.2;95;0.001;MSL;12.117;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02764-001-2015;Árbol/Tree;393707.9561N;0024941.0670E;0.2;95;0.001;WGE;263.927;0.2;95;0.001;MSL;15.717;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151128;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02594-001-2015;Edificio/Building;393230.8082N;0024322.1173E;0.2;95;0.001;WGE;11.066;0.2;95;0.001;MSL;7.966;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03069-010-2015;Tendido Eléctrico/Transmission Line;393529.0991N;0024327.7373E;0.2;95;0.001;WGE;56.17;0.2;95;0.001;MSL;18.54;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-024-2015;Sistema Iluminación/Electrical Exit Light;393304.9386N;0024420.2866E;0.013;95;0.001;WGE;7.33;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00163-001-2015;Señal/Sign;393240.7941N;0024222.0400E;0.2;95;0.001;WGE;15.2;0.2;95;0.001;MSL;9.05;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-018-2015;Sistema Iluminación/Electrical Exit Light;393309.1173N;0024416.9909E;0.013;95;0.001;WGE;6.269;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-041-2015;Sistema Iluminación/Electrical Exit Light;393329.3604N;0024419.4316E;0.01;95;0.001;WGE;3.481;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02995-010-2015;Sistema Iluminación/Electrical Exit Light;393339.7473N;0024434.8726E;0.001;95;0.001;WGE;3.494;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00931-001-2015;Poste-Mástil/Pole;393259.4533N;0024249.5881E;0.2;95;0.001;WGE;12.402;0.2;95;0.001;MSL;11.013;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02996-003-2015;Sistema Iluminación/Electrical Exit Light;393342.6100N;0024434.2206E;0.008;95;0.001;WGE;2.981;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03002-004-2015;Sistema Iluminación/Electrical Exit Light;393255.6535N;0024427.7990E;0.011;95;0.001;WGE;8.664;0.022;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03026-007-2015;Sistema Iluminación/Electrical Exit Light;393324.1165N;0024539.6972E;0.018;95;0.001;WGE;2.811;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02789-002-2015;Antena/Antenna;393334.5565N;0024920.3282E;0.2;95;0.001;WGE;138.55;0.2;95;0.001;MSL;13.64;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02977-001-2015;Sistema Iluminación/Electrical Exit Light;393257.0024N;0024424.9694E;0.018;95;0.001;WGE;8.291;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02946-001-2015;Sistema Iluminación/Electrical Exit Light;393248.5345N;0024239.1135E;0.014;95;0.001;WGE;4.812;0.023;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03546-001-2015;Edificio/Building;393144.6721N;0024731.3511E;0.5;95;0.001;WGE;95.457;0.25;95;0.001;MSL;9.177;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02781-002-2015;Antena/Antenna;393321.3645N;0024845.0774E;0.2;95;0.001;WGE;103.725;0.2;95;0.001;MSL;7.275;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00818-001-2015;Poste-Mástil/Pole;393252.2977N;0024252.0429E;0.2;95;0.001;WGE;7.816;0.2;95;0.001;MSL;5.613;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02039-001-2015;Sistema Eléctrico/Electrical System;393240.8634N;0024432.4888E;0.008;95;0.001;WGE;10.914;0.017;95;0.001;MSL;1.56;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00854-001-2015;Señal/Sign;393328.8674N;0024419.3567E;0.011;95;0.001;WGE;3.565;0.013;95;0.001;MSL;0.76;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02309-001-2015;Señal/Sign;393259.1155N;0024422.2705E;0.007;95;0.001;WGE;7.66;0.01;95;0.001;MSL;0.763;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01385-001-2015;Edificio/Building;393236.2280N;0024424.9742E;0.2;95;0.001;WGE;16.118;0.2;95;0.001;MSL;12.228;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01492-003-2015;Edificio/Building;393227.0455N;0024321.8099E;0.2;95;0.001;WGE;9.057;0.2;95;0.001;MSL;6.017;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02991-004-2015;Sistema Iluminación/Electrical Exit Light;393325.2166N;0024358.8721E;0.009;95;0.001;WGE;3.114;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01647-010-2015;Tendido Eléctrico/Transmission Line;393523.0322N;0024359.1076E;0.2;95;0.001;WGE;71.62;0.2;95;0.001;MSL;34.276;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01664-001-2015;Edificio/Building;393255.9174N;0024329.2412E;0.2;95;0.001;WGE;9.068;0.2;95;0.001;MSL;5.818;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02981-001-2015;Sistema Iluminación/Electrical Exit Light;393316.2152N;0024408.1461E;0.026;95;0.001;WGE;4.004;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02184-001-2015;Señal/Sign;393247.8812N;0024242.0889E;0.008;95;0.001;WGE;4.392;0.012;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-030-2015;Sistema Iluminación/Electrical Exit Light;393319.1017N;0024357.7271E;0.008;95;0.001;WGE;3.731;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01699-004-2015;Edificio/Building;393234.0085N;0024327.8955E;0.2;95;0.001;WGE;10.251;0.2;95;0.001;MSL;6.141;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02826-001-2015;Tendido Eléctrico/Transmission Line;393118.8391N;0024846.4033E;0.2;95;0.001;WGE;148.03;0.2;95;0.001;MSL;18.98;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02990-003-2015;Sistema Iluminación/Electrical Exit Light;393318.1537N;0024341.8296E;0.008;95;0.001;WGE;3.765;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03027-002-2015;Sistema Iluminación/Electrical Exit Light;393323.5910N;0024537.3359E;0.013;95;0.001;WGE;2.908;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03491-001-2015;Árbol/Tree;393151.8762N;0024638.4364E;0.5;95;0.001;WGE;52.837;0.25;95;0.001;MSL;12.777;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
